Code,Name,CompanyName,Pack,Mrp
17170,MECOFOL OD CAPSULE,INTAS GE,10CAP,139
15945,MECOFOL PLUS CAP,INTAS GE,10CAP,227
14519,MECOFOL TAB,INTAS GE,10TAB,72
34846,MECOGRACE TAB,STANLEY,10TAB,189
16099,MECOL PLUS CAP ALU ALU,OTHERS,10CAP,155
275,MECOLIN 200 ML,STADMAD,200ML,82.05
36925,MECOMORE OD TAB,MOREPEN,10TAB,70.86
36210,MECONERV FORTE CAP,MICRO,15TAB,313.5
37310,MECONERV FORTE INJ,MICRO,1ML,125
1960,MECONERV PLUS CAP,MICRO,10CAP,168
2806,MECONERV SYS,MICRO,200ML,95
4593,MECONERV Z SYP,MICRO,200ML,297
37311,MECONERV Z TAB,MICRO,15TAB,180
1880,MECONERV-1500MCG TAB,MICRO,10TAB,248
1569,MECONERV-500MCG TAB,MICRO,10TAB,118
32554,MECONUS TABLETS,MECONUS,10 TAB,599
36435,MECOVION TAB,OTHERS,10TAB,249
20497,MECOVON-OD CAPSULE,ZUVENTUS,10CAP,219.55
37184,MECTIPER 12MG TAB,ZYDILLAC,1TAB,30
30923,MECTIPER CREAM 30GM,ZYDILLAC,30GM,140
30930,MECTIPER LOTION,ZYDILLAC,50ML,163
30219,MEDACEOUS HYDRATING GEL,MEDISTE,100GM,425
29805,MEDACNE SOAP 75GM,ROCKMED,75GM,140
13230,MEDAXONE-1GM INJ,ECOMED,10ML,50
25397,MEDBONE FORTE TAB,GENERIC,15TAB,245
30220,MEDBRITE SERUM,MEDISTE,30ML,1892
30221,MEDCLEAR SERUM,MEDISTE,15ML,1451
23924,MEDERMA  ADVANCED PLUS SCAR GEL 5GM,WIN OTC,5GM,265
18239,MEDERMA ADVANCED PLUS SCAR GEL 10GM,WIN OTC,10GM,515
17905,MEDERMA GEL 10GM,WIN OTC,10GM,485
15014,MEDERMA GEL 20GM,WIN OTC,20GM,875
30382,MEDERMA PM ACNE SCAR CREAM,WIN OTC,10GM,485
23913,MEDERMA STRECH MARK CREAM 50GM,WIN OTC,50GM,999
23912,MEDERMA STRETCH MARKS CREAM 25GM,WIN OTC,25GM,585
30222,MEDFOAM FACE WASH,MEDISTE,100GM,470
30223,MEDHAIR TAB,MEDISTE,10TAB,209
35117,MEDI CREAM 20GM,SHREYA LIFES,20GM,0
35905,MEDIBON SG CAP,Asgen Ph,10CAP,315
31141,MEDICAINE GEL MINT SYP,MEDLEY,200ML,136
22862,MEDICYES ZINC TAB,GENERIC,15TAB,75
36041,MEDIFAIR CREAM,NUKIND H,15GM,225
13901,MEDIGAS CAP,RAPROSS,10CAP,68
32481,MEDIGAS DROP 30ML,RAPROSS,30ML,109
22518,MEDIGAS EMULSION  150ML,RAPROSS,150ML,239
13902,MEDIGAS EMULSION 60ML,RAPROSS,60ML,90
36973,MEDIGRAF 0.1% OINTMENT,MEDICAME,30GM,849
12900,MEDIKAR OIL 50ML,OTHERS,50ML,34
12901,MEDIKAR SH. 50ML,OTHERS,50ML,50
21541,MEDIKER BOTTLE SHAMPOO  50 ML,MARICO L,50ML,55
17293,MEDIKER OIL (S)  25 ML,OTHERS,1TAB,19
17294,MEDIKER SHAMPOO POUCH 9ML,OTHERS,9ML,10
18215,MEDILICE ANTI LICE CREAM WASH,WINGS,1TAB,0
17841,MEDILICE CREAM 30GM,WINGS,30GM,48.4
12902,MEDIMIX 75GM SET,OTHERS,75GM,74
12903,MEDIMIX SOAP 125GM,OTHERS,125GM,55
12904,MEDIMIX SOAP 75GM,OTHERS,75GM,35
17295,MEDIMIX SOAP CL SET 3X75 G  3*,OTHERS,3*75G,120
30840,MEDISALIC CREAM 20GM,TORQUE PHARM,20GM,159
23419,MEDISALIC FACE WASH  100ML,TORQUE PHARM,100ML,152
11051,MEDISALIC OINT,TORQUE PHARM,20GM,159
20980,MEDISLIM GOLD VF 500GM,BRITISH,500GM,1045
29347,MEDISTAT 1.25 MG SPRAY,Alteus BIOTE,25MD,638.88
31746,MEDISTAT NASAL SPRAY 0.5MG,Alteus BIOTE,50MET,399.22
22352,MEDJOINT TAB,RESOLUTE,10TAB,375
30224,MEDKAL FORTE TAB,MEDISTE,10TAB,290
30225,MEDKAL TAB,MEDISTE,10TAB,281
30226,MEDKIN AD SHAMPOO,MEDISTE,200ML,785
28895,MEDKIN SHAMPOO 200ML,MEDISTE,200ML,785
15015,MEDLER NEW TAB 10S,OTHERS,10TAB,0
36726,MEDNOCAL TAB,MEDVIK P,10TAB,242
33089,MEDNOVIT TAB,MEDVIK P,10TAB,415
29386,MEDOSCHA GOLD TAB,MEDSEA H,10TAB,0
28934,MEDOSTONE SYP 200ML,EAST AFR,200ML,0
7785,MEDOX -4G SOFT GEL,MEDOX,10TAB,259
14163,MEDOX SYP,MEDOX,100ML,0
14326,MEDOX-D3 DROP,MEDOX,15ML,0
30851,MEDOX-D3 S/F ORAL SOLUTION 5ML,MEDOX,5ML,85
14229,MEDOX-IQ SYP,MEDOX,100GM,0
14161,MEDOX-IQ TAB,MEDOX,10TAB,0
30227,MEDPRO A HAIR SERUM,MEDISTE,60ML,1496
30228,MEDRAYS GEL SPF-50,MEDISTE,75GM,695
35460,MEDROGEST TAB,MANEESH,10TAB,62.38
7790,MEDROL 16MG TAB,PFIZER,14TAB,151.64
7156,MEDROL 4MG TAB,PFIZER,10TAB,57.5
7008,MEDROL 8MG TAB,PFIZER,14TAB,86.76
30229,MEDSCAR GEL,MEDISTE,20GM,542
30230,MEDSILK LOTION,MEDISTE,150GM,470
30231,MEDSOLAR SUNSCREEN SPF 50,MEDISTE,100MG,920
6342,MEDSOP,RANBAXY,75GM,112
3318,MEDSOP 100GMS 0.3%,RANBAXY,GM,100
4767,MEDSOP ACNE,RANBAXY,BOX,120
28189,MEDTECH DIGITAL BP 09,SURGICAL,1PCS,1475
30232,MEDWHITE GEL,MEDISTE,15GM,425
33918,MEDWHITE SKIN WHITENING CREAM,MEDISTE,20GM,650
15682,MEEPRATE 10MG,IPCA LABORAT,1TAB,0
5396,MEF-PROXYVON,WOCKHARD,10TAB,29.4
28545,MEFANORM SUSP 60ML,SERUM,60ML,0
34710,MEFAXA TAB,KATHKIN,10TAB,269
24121,MEFEX SPAS TAB,OTHERS,10TAB,41.4
11458,MEFKIND DS SUSP.,MANKIND,60ML,50.57
9851,MEFKIND FORTE SUSP.,MANKIND,60ML,55.62
9852,MEFKIND FORTE TAB,MANKIND,10TAB,47.91
10148,MEFKIND P SUSP,MANKIND,60ML,37.63
13068,MEFKIND SPAS TAB,MANKIND,10TAB,54.45
18918,MEFOMIN 500 SR TAB,OTHERS,10TAB,22.6
19656,MEFOMIN GZ  80 TAB,MACLEODS,15TAB,0
34529,MEFPREX P DS SUSPENSION,SEAGULL,60ML,51
34528,MEFPREX PSUSPENSION,SEAGULL,60ML,46.5
16177,MEFSPAS TAB,OTHERS,1TAB,52
8522,MEFTAGESIC DS SUSP,BLUE CRO,60ML,63
8523,MEFTAGESIC P SUSP,BLUE CRO,60ML,50
8099,MEFTAL 500 TAB,BLUE CRO,10TAB,28.5
8095,MEFTAL FORTE TAB,BLUE CRO,10TAB,44
29308,MEFTAL SPAS 10MG INJECTION,BLUE CRO,2ML,50
8779,MEFTAL SPAS DROP,BLUE CRO,10ML,48
8698,MEFTAL SPAS DS TAB,BLUE CRO,10TAB,60
11483,MEFTAL SPAS SUSP,BLUE CRO,60ML,84
8098,MEFTAL SPAS TAB,BLUE CRO,10TAB,50
9024,MEFTAL-250 TAB,BLUE CRO,10TAB,23
19620,MEFTAL-FORTE CREAM,BLUE CRO,50GM,110
8096,MEFTAL-P SUSP,BLUE CRO,60ML,37
9023,MEFTAL-P TAB,BLUE CRO,10TAB,32
31790,MEG B12 CAP,MRS PHAR,10CAP,449
34851,MEG-B FORTE TAB,MRS PHAR,10TAB,198
20141,MEGA CARTIGEN  TABLET,PHARMED,10TAB,469
3447,MEGA CV  DT 228.5MG,ARISTO,6TAB,85.05
3449,MEGA CV 228.5MG DRY SYP,ARISTO,30ML,60.48
34228,MEGA CV 228.5MG POWDER OS 30ML,ARISTO,30ML,67.87
34088,MEGA CV 228.5MG POWDER OS 60ML,ARISTO,60ML,135.74
3446,MEGA CV 375 TAB,ARISTO,6TAB,135
3445,MEGA CV 625 TAB,ARISTO,10TAB,198.92
3624,MEGA CV DROPS 1.7GM/10ML,ARISTO,10ML,82
3746,MEGA CV DRY SYP 228.5MG/5ML,ARISTO,60ML,67.2
3448,MEGA CV DUO TAB 1GM,ARISTO,6TAB,185
3744,MEGA CV FORTE 457MG POWDER OS 60ML,ARISTO,60ML,263.5
3745,MEGA CV FORTE SYS 30ML,ARISTO,30ML,153
3460,MEGA CV INJ 1.20 GM,ARISTO,VIAL,157.52
4105,MEGA CV KID DT 228.5MG,ARISTO,6TAB,49
7484,MEGA FLEXON TAB,ARISTO,10TAB,104
5488,MEGA FREEFLEX TAB,AVENTIS,10TAB,473.24
29754,MEGA OS SOFTGEL CAP,EDURA PH,10TAB,298
20,MEGA-3 SOFTGEL CAP,DR REDDY,30CAP,434
37175,MEGA-CV ES 642.9MG ORAL SYP,ARISTO,50ML,177.5
5345,MEGABOSE 0.2 TAB,GENETICA,10TAB,20
5347,MEGABOSE MF 0.2/500 TAB,GENETICA,10TAB,35
5348,MEGABOSE MF 0.3/500 TAB,GENETICA,10TAB,45
13533,MEGABROM EYE DROP,SUN PHARMA,5ML,199
26487,MEGACET 160MG TAB,Mediart,10TAB,693
4822,MEGACHOLIN PASTILIES,ARISTO,10TAB,445.55
19831,MEGACHOLIN PLUS TABLET,ARISTO,10TAB,546
19463,MEGACHOLIN RF TAB,ARISTO,10TAB,440
4213,MEGACHOLIN SOFTGEL CAP,ARISTO,7CAP,280
23537,MEGACLOX CAP,CIPLA GE,10CAP,105.05
6589,MEGACV600,ARISTO,1TAB,81
7479,MEGAGLIPTIN MF FORTE TAB,ARISTO,10TAB,170
7357,MEGAGLIPTIN MF TAB,ARISTO,10TAB,164
7264,MEGAGLIPTIN TAB,ARISTO,10TAB,106.51
4972,MEGAHEAL GEL 15GM,ARISTO,15GM,125
5413,MEGAHEAL GEL 200GM,ARISTO,200GM,695
4973,MEGAHEAL GEL 50GM,ARISTO,50GM,350
9484,MEGAHEAL SPRAY,ARISTO,60ML,225
14520,MEGAHENZ 40  TAB,ALNICHE,,273
15016,MEGALCAINE SUSP MINT 200ML,OTHERS,200ML,0
35519,MEGALEY CAP,WATERLEY,15TAB,425
35528,MEGALEY E TAB,WATERLEY,10TAB,180
8545,MEGALIS 10 TAB,MACLEODS,4TAB,206.5
8546,MEGALIS 20 TAB,MACLEODS,4TAB,473
36292,MEGALIS 5 TAB,MACLEODS,10TAB,200
12859,MEGALOW CR. WOMAN 50GM,OTHERS,50GM,0
15029,MEGAMENTIN TAB 625MG 10S,INTAS GE,6TAB,122.91
15017,MEGAMENTIN TDRY SYP,INTAS GE,30ML,0
1740,MEGANEURON CAP,ARISTO,10CAP,125.9
6705,MEGANEURON FORTE INJ,ARISTO,2ML,47.25
1913,MEGANEURON INJ 500MCG,ARISTO,1ML,44.85
9619,MEGANEURON NT 50 TAB,ARISTO,10TAB,120
9534,MEGANEURON NT 75 TAB,ARISTO,10TAB,199
6704,MEGANEURON PG CAP,ARISTO,10CAP,155
3012,MEGANEURON-OD PLUS CAP,ARISTO,10CAP,160
7307,MEGAPEN 1GM INJ,ARISTO,1ML VIAL,48
147,MEGAPEN 250 KID TAB,ARISTO,10TAB,29.25
149,MEGAPEN 500 INJ,ARISTO,2ML VIAL,33.65
146,MEGAPEN CAP,ARISTO,10CAP,70.45
150,MEGAPEN INJ. 1000MG,ARISTO,VIAL,21.65
3326,MEGAPEN-XP CAPS,ARISTO,10CAP,106
33252,MEGAPURE 10 TAB,ADVAITH,10TAB,280
2465,MEGASHELCAL,TORRENT,20TAB,98
29390,MEGASHINE O CAP,TRUHEALT,60TAB,699
2946,MEGASOFT FORTE CAP,GENETICA,10CAP,67
28667,MEGASTY 160MG TAB,AUREATE,10TAB,1090
24044,MEGATAS 25,INTAS PH,10TAB,273.5
24045,MEGATAS 50,INTAS PH,10TAB,467.5
36924,MEGATRUST 160MG TAB,TORION L,10TAB,950
19292,MEGAVOG 0.2 TAB,GENETICA,30TAB,115
6043,MEGAVOG 0.3,GENETICA,30TAB,185
6363,MEGAVOG MF  0.2/500,GENETICA,10TAB,76.6
6054,MEGAVOG MF 0.3/500,GENETICA,10TAB,97
27764,MEGAZOLID 100 ORAL SUSP 30ML,ARISTO,30ML,145
6825,MEGAZOLID 600 TAB,ARISTO,10TAB,375.45
6845,MEGAZOLID IV,ARISTO,300ML,550
7072,MEGAZOLID IV 100ML,ARISTO,100ML,224
23463,MEGESTA-160,RENCORD,10TAB,650
32833,MEGESTA-80 TAB,RENCORD,10TAB,390
36350,MEGESTRONG 160 TAB,Ponoogun,10TAB,840
36348,MEGESTRONG 40 TAB,Ponoogun,10TAB,340
15964,MEGLO FACE WASH WOMEN,OTHERS,70GM,95
24112,MEGLOW  CREAM MEN (S) 30 G,NIVEA,,
,30GM,100,0,
12919,MEGLOW CR WOMAN 50GM,OTHERS,50GM,120
11075,MEGLOW MAN CREAM,LEEFORD,50GM,165
15965,MEGLOW WOMAN CREAM,OTHERS,1TAB,150
28583,MEK FORTE TAB,SUNMECK,10TAB,385
28689,MEK-F TAB,SUNMECK,10TAB,285
29478,MEKCAL K2-7 TAB,SUNMECK,10TAB,275
29479,MEKCUMIN SYP 100ML,SUNMECK,100ML,2130
28584,MEKCUMIN-P TAB,SUNMECK,10TAB,590
36955,MEKFARO TAB,SUNMECK,6TAB,898
28585,MEKGOLD 9G TAB,SUNMECK,10TAB,395
28586,MEKGOLD CAP,SUNMECK,10CAP,298
28587,MEKGRACE GLOW TAB,SUNMECK,10TAB,355
28588,MEKGRACE HAIR TAB,SUNMECK,10TAB,349
29480,MEKGUD D TAB,SUNMECK,10TAB,385
28589,MEKGUD TAB,SUNMECK,10TAB,350
28590,MEKOERECT TAB,SUNMECK,10TAB,1395
29481,MEKOPEN CAP,SUNMECK,10CAP,218
28690,MEKORED-XT SYP,SUNMECK,200ML,195
28591,MEKORED-XT TAB,SUNMECK,10TAB,249
36161,MELA G TAB,SANSTUTI PHR,10TAB,350
24612,MELA-G FORTE 10TAB,SANSTUTI PHR,10TAB,550
13069,MELABEST CREAM,MANKIND,15GM,193.25
16991,MELACARE CREAM 25GM,AJANTA,25GM,259
16866,MELACARE FORTE CREAM,AJANTA,25GM,347
21463,MELADATE TAB,MANKIND,10TAB,45
33427,MELAGARD 50+ LOTION  60ML,ABBOTT HEALT,60ML,725.34
36954,MELAGARD MATTE SUNSCREEN GEL SPF 30,ABBOTT HEALT,50GM,783
36952,MELAGARD MATTE SUNSCREEN GEL SPF 50,ABBOTT HEALT,50GM,980
17059,MELAGLOW CREAM 15GM,ABBOTT HEALT,15GM,402
16996,MELAGLOW CREAM 30GM,ABBOTT HEALT,30GM,753
21008,MELAGLOW DAY CREAM,ABBOTT HEALT,15GM,0
33428,MELAGLOW PRIME CREAM  20GM,ABBOTT HEALT,20GM,576
22157,MELAGLOW RICH  20 GM,ABBOTT HEALT,20GM,479
14169,MELALITE 15 CREAM 30GM,ABBOTT HEALT,30GM,188.54
14170,MELALITE 15 CREAM 50GM,ABBOTT HEALT,50GM,231.5
9518,MELALITE FORTE CREAM,ABBOTT HEALT,30GM,157.93
17073,MELALITE XL CREAM,ABBOTT HEALT,15GM,343.72
21013,MELALONG AD CREAM,AJANTA,1TAB,0
29775,MELALUMIN CREAM 15GM,MENARINI,15GM,510
34486,MELALUMIN FACE WASH 60ML,MENARINI,60ML,350
29776,MELALUMIN ULTRA CREAM 20GM,MENARINI,20GM,605
29777,MELALUMIN UNDER EYE SOLUTION 15ML,MENARINI,15ML,950
35837,MELANO-TX CREAM 15G,LA PRIST,15GM,369
23876,MELANO-TX OD TAB  1*15,LA PRIST,15TAB,290
32798,MELANO-TX ULTRA 15GM,LA PRIST,15GM,792
10712,MELANOCYL OINTMENT,FRANCO I,25GM,125.28
10714,MELANOCYL SOLUTION,FRANCO I,25ML,150.56
10713,MELANOCYL TAB,FRANCO I,40TAB,168
17879,MELANORM LITE CREAM,OTHERS,1TAB,375
20715,MELAP IK  EVER NEW CREAM,KLM LABO,20GM,175
21068,MELAPIK  CREAM 25GM,KLM LABO,25GM,205
20484,MELAPIK HQ CREAM 20GM,KLM LABO,20GM,135
21050,MELAPIK PLUS CREAM 20GM,KLM LABO,20GM,209
21615,MELAS ALFA CREAM 4%,MELAS,15GM,99
12861,MELAS CR. 10GM,OTHERS,10GM,99
23063,MELAS SCRUB  SOAP,OTHERS,75GM,35
12862,MELAS SOAP,OTHERS,1TAB,30
16241,MELAS SOAP OIL CONTROL,OTHERS,75GM,35
35802,MELASI TAB,DUKES LA,10TAB,295
30709,MELASURE EMUGEL  20GM,TALENT IND,20GM,375
20937,MELASURE SKIN LIGHTENING EMULGEL,TABLET I,1TAB,0
28716,MELATONIN 3MG TAB BOOT,BELLAVIT,15TAB,1215
26032,MELAWASH 100 ML,CURATIO,100ML,410
34046,MELBILD SOLUTION,ALKEM,2ML,560
20351,MELBILD SOLUTION,ALKEM,5ML,1040
19250,MELBILD-XL SOLUTION 10ML,ALKEM,10ML,1560
36093,MELBOOST NXT TAB,KLM LABO,10TAB,250
31722,MELBOOST SOLUTION 2ML,KLM LABO,2ML,515
36094,MELBOOST SOLUTION 5ML,KLM LABO,5ML,940
31727,MELBOOST TAB,KLM LABO,10TAB,218
2062,MELCOVIT CAP,MICRO,10CAP,100
4293,MELCOVIT GOLD CAP,MICRO,10CAP,218
6923,MELGAIN LOTION 10ML,ZYDUS CA,10ML,1607.5
6922,MELGAIN LOTION 2ML,ZYDUS CA,2ML,520
6543,MELGAIN LOTION 5ML,ZYDUS CA,5ML,995
24833,MELGAIN LOTION SL DOM,OTHERS,5ML,0
6617,MELLOVOG 0.3MG,ZENVITA,,
,10TAB,94,0,
1564,MELMET 1000 SR TAB,MICRO,15TAB,67.87
1580,MELMET 500 SR TAB,MICRO,20TAB,45.02
1185,MELMET 500 TAB,MICRO,20TAB,41.88
36241,MELORAG ORAL SPRAY,PROGRESS,15ML,310
638,MELOSET TAB,ARISTO,10TAB,58.65
23839,MELOTRYP TAB,DR REDDY,30TAB,195
20771,MELRIO CREAM,AJANTA,20GM,333
31191,MELTOLAN 10 TAB,ALKEM,10TAB,105
35429,MELTOLAN 5 TAB,ALKEM,10TAB,62.5
6517,MELTOR,CENTAUR,10TAB,198
7614,MELTOR 100TAB,CENTAUR,10TAB,238.78
7410,MELTOR 10TAB,CENTAUR,10TAB,35.12
7411,MELTOR 20TAB,CENTAUR,10TAB,59.26
7412,MELTOR 40TAB,CENTAUR,10TAB,136.28
30563,MELUKTOR 500,AKCENT H,15TAB,2990
8197,MELZAP MD 0.25 TAB*,ALKEM,15TAB,33.77
8198,MELZAP MD 0.5 TAB*,ALKEM,15TAB,57.96
24768,MEMBIO HYDRA CREAM 50G,ZYDUS CA,50GM,935
21899,MEMTONE SYP,AMIL,200ML,260
21902,MEMTONE TAB,AMIL,1*100,0
27937,MEN DUO F/W 100GM,GARNIER,100GM,190
25078,MEN LGT. INT. 100GM F/W,GARNIER,100GM,185
27933,MEN OFW 50GM,GARNIER,50GM,85
26906,MENABOL TAB,OAKNET,20TAB,238.57
21199,MENI 16,FDC LTD,10TAB,0
21198,MENI 8,FDC LTD,10TAB,0
20902,MENO PRO POWDER,BRITISH,200GM,365
24465,MENOCTYL TAB,MENARINI,15TAB,240
19568,MENOEASE CAP,PHARMED,10CAP,335
30639,MENOGUARD TAB,IND SWIFT,10TAB,288.85
32991,MENOHELP SYP,MANKIND,300ML,240
15018,MENOJOY CAP 10S,OTHERS,10CAP,340
28487,MENOPACE CAP,MEYER,30TAB,395
22017,MENOPACE ISO TAB,MEYER,10TAB,292
37006,MENOPACE ISO TAB,MEYER,30TAB,876
20470,MENOREG SYP,MACLEODS,1TAB,0
36899,MENORISE TAB,Pinklabs,15TAB,526
2616,MENOSAFE TAB,GUPTA JI,10TAB,104
1416,MENOSAN TAB,HIMALAYA,30TAB,205
3668,MENTAT DS SYP (SF),HIMALAYA,100ML,140
590,MENTAT SYP,HIMALAYA,200ML,215
589,MENTAT TAB,HIMALAYA,60TAB,170
35956,MENVEO VIAL,Glaxosmi,1,3950
15019,MEPRATE 10MG TAB*,SERUM,10TAB,69.85
35721,MEPRESSO T  TAB,INTAS PH,10TAB,53
31059,MERBROMIN SOLUTION,AGRAWAL,20ML,52
36515,MERICAL PET BRISKIT DS,PETCARE,60TAB,390
5654,MERICOBAL VIVA TAB,WOCKHARD,10TAB,118
6084,MERO 1GM INJ,ARISTO,1VAIL,919.39
6086,MERO 250MG INJ,ARISTO,VAIL,225
6085,MERO 500MG INJ,ARISTO,VAIL,566.2
17802,MERO O 200 TAB,ARISTO,10TAB,919.5
17803,MERO O ER 300MG TAB,ARISTO,10TAB,1235
6330,MEROBAX 1GM INJ,ARISTO,VIAL,899
29345,MEROCRIT 1GM INJ,CIPLA,1GM,962
22020,MEROMAC 0.5GM INJ,MACLEODS,1VIAL,464
23516,MEROSAFE INJ 1GM,SAFECON LIFE,1GM,1180
37489,MEROSURE 1GM,ALKEM,1VAIL,1026
37081,MEROSURE O ER 300 TAB,ALKEM,10TAB,1235
30375,MEROSURE O TAB 6TAB,ALKEM,6TAB,515
33679,MEROTEC XP 0.5GM,ZUVENTUS,0.5GM,0
33678,MEROTEC XP 1GM,ZUVENTUS,1GM,0
18444,MESACOL 1GM SUPPOSITORY,SUN PHARMA,7SUPP,164.81
13597,MESACOL 800 TAB,SUN PHARMA,15TAB,345
18419,MESACOL CR 1GM GRANULES,SUN PHARMA,1GM,40.5
18461,MESACOL ENEMA,SUN PHARMA,1SACHET,130
13598,MESACOL OD TAB,SUN PHARMA,15TAB,551
33371,MESACOL SUPP (500MG),SUN PHARMA,7TAB,164.81
18655,MESACOL SUPPOSITORY,SUN PHARMA,5SUPP,147
13599,MESACOL TAB,SUN PHARMA,15TAB,156.12
18438,MESAHENZ 1200 TAB,LA RENON,10TAB,251
25920,MESAHENZ 400 TAB,LA RENON,10TAB,97
18319,MESAHENZ 800 TAB,LA RENON,10TAB,185
36764,MESALANE OD TAB,INTUIT H,10TAB,360
20719,MESALO FOAM,CIPLA,82GM,1850.61
32860,MESALO OD TAB,CIPLA,10TAB,322.1
10632,MESAVIN-SR-1200,ALNICHE,10TAB,214
10633,MESAVIN-SR-400,ALNICHE,10TAB,75
10634,MESAVIN-SR-800,ALNICHE,10TAB,138
3982,MESHASHRINGI CAP,HIMALAYA,60CAP,152
36807,MESODEW ACNE SOAP,MESOVA P,75GM,145
36811,MESODEW LITE CREAM,MESOVA P,15GM,350
29230,MESODEW SOAP 75GM,MESOVA P,75GM,135
29755,MESOFOSE TAB,EDURA PH,10TAB,680
36803,MESOKETZ SOAP,MESOVA P,75GM,150
12883,MESWAK 100GM,NIVEA,,
,100GM,68,0,
12884,MESWAK 200GM,OTHERS,200GM,120
12882,MESWAK 50GM,OTHERS,50GM,20
35944,MET INNOVFOL TAB,INNOVCARE,10TAB,292
5176,MET STAMLO CAP,DR REDDY,10CAP,147.25
21188,MET XL 100 TAB,AJANTA,20TAB,303.85
19323,MET XL 12.5 TAB,AJANTA,20TAB,107
15281,MET XL 25 TAB,AJANTA,20TAB,94.08
20221,MET XL 3D 25/12.5 TAB ER,AJANTA,15TAB,224
19768,MET XL 3D 50 TAB,AJANTA,10TAB,168.5
29592,MET XL 3D 50/12.5 TAB,AJANTA,15TAB,266
29590,MET XL 3D 50/6.25 TAB,AJANTA,15TAB,211
15282,MET XL 50MG TAB,AJANTA,20TAB,130.81
23012,MET XL 75,AJANTA,10TAB,124
26545,MET XL 75MG,AJANTA,10TAB,124
29610,MET XL AM 25/2.5MG TAB,AJANTA,20TAB,193.5
15374,MET XL AM 25/5 TAB,AJANTA,20TAB,237
15283,MET XL AM 50/5 TAB,AJANTA,20TAB,299
29568,MET XL H 50/12.5 MG TAB,AJANTA,20TAB,274
30456,MET XL H25 TAB,AJANTA,20TAB,193
29613,MET XL R 25/5 TAB,AJANTA,15TAB,307
19580,MET XL R 25MG/2.5MG TAB,AJANTA,15TAB,94.08
19938,MET XL R 50/5 TAB,AJANTA,15TAB,389
29615,MET XL T 25TAB,AJANTA,20TAB,315
16650,MET XL TRIO 25 TAB,AJANTA,15TAB,246
27761,MET XL TRIO 50 TAB,AJANTA,15TAB,293
20564,MET XL-T 50 TABLET,AJANTA,20TAB,374
10107,MET-NEUROBION CAP,MERCK,10CAP,131.6
18646,MET-PCO CARE TABLET,AKUMENTIS,10TAB,316
6846,METABOLIS TAB,MEYER,10TAB,160
33378,METABOLIS TAB 30,MEYER,30 TAB,480
8248,METACORTIL LITE CREAM,MACLEODS,15GM,246.75
32516,METADAY 500,WOCKHARD,10,20.2
17166,METADEC 25 INJ,JAGSONPA,1ML,259.35
9613,METADEC 50 INJ,JAGSONPA,1ML,398.76
2394,METADOXIL TAB,MICRO,10TAB,130
19514,METADOZE-IPR 500  TAB,BIOCON,10TAB,0
24646,METAFINE CREAM 15GM,SANSTUTI PHR,15GM,149
36495,METAFLAM SUSOPENSION,PETCARE,15ML,95
20147,METAFORT 1000 TAB,ERIS PHA,15TAB,66.29
17253,METAFORT 500 TAB,ERIS PHA,15TAB,36.96
19156,METAFORT-G 852,ERIS PHA,10TAB,0
19304,METAFORT-G 853 TAB,ERIS PHA,10TAB,0
36661,METAGARD  10S,IPCA LABORAT,10TAB,89.05
18556,METAGARD CR 35 TAB,IPCA LABORAT,10TAB,169.15
18772,METAGARD CR 60 TABLET,IPCA LABORAT,10TAB,270.45
734,METAGLEZ FORTE TAB,GENETICA,10TAB,23.2
642,METAGLEZ TAB,GENETICA,10TAB,4.37
26986,METALOC XL 50,OTHERS,10TAB,0
25989,METAPRO 3D 25,MICRO,10TAB,133
25990,METAPRO 3D 50,MICRO,10TAB,158
1514,METAPRO XL 25 TAB,MICRO,15TAB,70.56
3577,METAPRO XL 50 TAB,MICRO,15TAB,98.11
5432,METAPRO XL H 50,MICRO,10TAB,70
1515,METAPRO-50,MICRO,10TAB,27
30143,METASONE CREAM  15GM,TALENT IND,15GM,170
20871,METASONE F  CREAM,TALENT IND,1TAB,0
30144,METASONE F CREAM  10GM,TALENT IND,10GM,194
20400,METASONE PLUS CREAM 15GM,TALENT IND,15GM,180
20915,METASONE S  CREAM,TABLET I,15GM,176
30145,METASONE S OINTMENT 15GM,TALENT IND,15GM,160
20053,METASPAN PLUS TAB,AJANTA,10TAB,0
19843,METASPAN TAB,AJANTA,10TAB,220
8051,METASPRAY NASAL SPRAY,CIPLA,10GM,526.14
19277,METATIME 1000 XR TAB,MANKIND,10TAB,40.47
18819,METATIME 500 TAB,MANKIND,10TAB,20.7
14285,METATOP NASAL SPRAY,ZYDUS CA,120MDI,547.5
27635,METFFIL VG1 TAB,FOURRTS INDI,15TAB,153
27636,METFFIL VG2 TAB,FOURRTS INDI,15TAB,196
30146,METFORTAL SR 1000 TAB,TALENT IND,10TAB,45.33
30791,METFORTAL SR 500 TAB,TALENT IND,10TAB,26.46
13438,METGEM 1GM TAB,SUN PHARMA,10TAB,45.24
13934,METGEM 2MG,SUN PHARMA,10TAB,0
14521,METGEM 500 TAB,SUN PHARMA,10TAB,22.51
28131,METHERGIN INJ,DR REDDY,5ML,0
8587,METHERGIN TAB,DR REDDY,10TAB,100
30059,METHI TAB,HIMALAYA,60TAB,0
33520,METHIMERCAZOLE 10MG,ABBOTT INDIA,30TAB,327.42
33530,METHIMERCAZOLE 5 MG,ABBOTT INDIA,30TAB,183.67
